ja,zh_Hans
赤竜０８,红龙08
青竜０６,蓝龙06
青竜０７,蓝龙07
青竜０８,蓝龙08
古竜の怒号,古龙怒吼
黄竜０７,黄龙07
黄竜０８,黄龙08
リザーブ０１,reserve01
リザーブ０２,reserve02
リザーブ０３,reserve03
リザーブ０４,reserve04
リザーブ０５,reserve05
リザーブ０６,reserve06
リザーブ０７,reserve07
リザーブ０８,reserve08
愚人の毒,愚人之毒
もつれ糸,盘绕之丝
血の降るへや,滴血之间
盲人独笑,盲人独笑
描かれた花,纸上之花
蝶を夢む,梦蝶
ハッピーショット,愉悦射击
高速乱射,高速乱射
現世の舞踏,此世之舞
亡者の灰,亡者之灰
魔法カウンタ,魔法反击
