ja,zh_Hans
やっかみチェーン,嫉妒锁链
教祖の御手,教祖之手
ヤマカンサーベル,博运军刀
シルバーダガー,白银匕首
ノコギリサーベル,锯齿军刀
覚醒時かすみ突剣,霞觉醒时刺剑
援助時かすみ突剣,霞援助时刺剑
レイピア,西洋剑
シナイの神剣,西奈神剑
シナイの神剣改,西奈神剑·改
大怪盗ステッキ,大怪盗手杖
パラダイスロストR,失乐园R
圧殺のミョルニル,扼杀的妙尔尼尔
破天の如意棒,破天如意棒
首狩りの大杓子,猎头巨勺
クレイヴソリッシュR,光之剑R
マスカレイドリボンR,虚幻缎带R
雪の女王の鞭改,冰雪女王鞭·改
大奈落の鞭,大深渊之鞭
“千両役者"・真打,『千两名角』·真打
薄緑・真打,薄绿·真打
ビックベアグローブ,大熊手套
ゴルディオス,戈耳狄俄斯
無比のヴァジュラ,无双金刚杵
デスプロミス,死亡承诺
フルールドマルR,恶之华战斧R
プラズマナイフ,电浆小刀
アークメイス,始祖钉锤
メギストスソード,莫吉斯堤斯之剑
バルログウィップ,炎魔鞭
化結心刀,化结心刀
流星ナックル,流星拳套
太極の斧,太极之斧
ドレッドサーベル,骇人军刀
白雪のレイピア,白雪西洋剑
パニッシュダガー,惩治匕首
ラストハンマー,最终之锤
バーティカルエッジ,矗锋锐剑
グラウプニル,缚狼锁
天一文字,天一文字
チャンピオン,拳王
クルセイダー,十字军
ギロチンサーベル,断头军刀
ジラハボック,穿甲刺剑
暗黒の曲剣,暗黑弯刀
ムトの曲剣,姆特弯刀
バカラナックル,百家乐拳套
ビクトリービーム,胜利之光
決意のレイピア,决意西洋剑
アンフィニサーベル,无限军刀
情報支援に指示を出す,对情报支援发出指示
特殊な行動をする,进行特殊行动
武器で攻撃する,使用武器进行攻击
スキルを使用する,使用技能
仲間にチャンスを託す,将机会交给同伴
アイテムを使用する,使用道具
逃亡する,逃亡
裏取り引き,暗中交易
お宝をよこせ,交出宝物
ヒミツを吐け,说出秘密
処刑タイム,处刑时间
銃を下ろす,把枪放下
ペルソナを入手する交渉開始,开始获取人格面具的交涉
アイテムを入手する交渉開始,开始获取道具的交涉
情報を入手する交渉開始,开始获取情报的交涉
敵を全滅させ、戦闘終了,打倒全部敌人，结束战斗
逃走する,逃走了……
衣装なし,无服装
秀尽学園高校制服・冬,秀尽学园高中校服·冬
ダークスーツ,暗黑装
ファントムスーツ,幻影装
パイレーツアーマー,海盗护甲
モルガナセット,摩尔加纳套装
レッドラバースーツ,红色橡胶紧身衣
盗み装束,盗贼服
メタルライダース,金属骑士装
銃士の正装,火枪手的正装
サイバースーツ,电子装
プリンススーツ,王子装
ブラックレオタード,黑色半体服
反逆の制服・夏,反抗的校服·夏
反逆の制服・冬,反抗的校服·冬
反逆の私服・夏,反抗的便服·夏
反逆の私服・冬,反抗的便服·冬
反逆のジャージ,反抗的运动服
反逆の水着,反抗的泳装
反逆の部屋着,反抗的居家服
月光館学園制服,月光馆学园校服
アイギス衣装,埃癸斯服装
八十神高校制服,八十神高中校服
クマ衣装,小熊服装
聖エルミン学園制服,圣艾尔敏学园校服
トリッシュ衣装1,翠西服装1
七姉妹学園制服,七姐妹学园校服
トリッシュ衣装2,翠西服装2
春日山高校制服,春日山高中校服
ヴィンセントの普段着,文森特的日常服
オーランドのシャレ着,奥兰德的时尚服
子羊の着ぐるみ,羔羊的布偶装
キャサリンの白キャミ,凯瑟琳的白色小背心
ジョニーのコート,强尼的大衣
キャサリンの普段着,凯瑟琳的日常服
エリカの給仕服,艾莉卡的餐厅制服
トビーのツナギ,托比的工作服
バーマスターのスーツ,酒吧老板的西装
リンのワンピース,琳的连身洋装
軽子坂高校制服,轻子坂高中校服
魔神皇の正装,魔神皇的正装
執事服,管家服
メイド服,女仆装
クリスマスウェア,圣诞节服装
ダンシングウェア,舞蹈服装
シャドウワーカー制服,暗影行者制服
サムライ衆衣装,武士众服装
バロウズ衣装,柏洛兹服装
高等師範学校制服,高级师范学校校服
業斗童子衣装,业斗童子服装
桜爛女学院制服,樱烂女子学院校服
帝国陸軍の軍服,帝国陆军军服
スターナイトウェア,星夜服
ムーンナイトウェア,月夜服
群青色の衣服,群青色服装
長鼻の服,长鼻子服装
フェザーマンスーツ,翔羽侠战斗服
頭部ありデモニカ,含头部的恶魔兵装
頭部なしデモニカ,不含头部的恶魔兵装
ニューシネマウェア,新电影服装
ブランク(使用禁止) ,空白(禁止使用) 
宣戦布告,宣战宣言
ブランクカード,空白卡片
クリティカル威力増1,暴击威力增加1
クリティカル威力増2,暴击威力增加2
クリティカル威力増3,暴击威力增加3
クリティカル威力増4,暴击威力增加4
クリティカル威力増★,暴击威力增加★
回復SP減少1,恢复SP减少1
回復SP減少2,恢复SP减少2
回復SP減少3,恢复SP减少3
回復SP減少4,恢复SP减少4
回復SP減少★,恢复SP减少★
状態異常付着UP1,附着异常状态UP1
状態異常付着UP2,附着异常状态UP2
状態異常付着UP3,附着异常状态UP3
状態異常付着UP4,附着异常状态UP4
状態異常付着UP★,附着异常状态UP★
攻撃魔法SP減少1,攻击魔法SP减少1
攻撃魔法SP減少2,攻击魔法SP减少2
攻撃魔法SP減少3,攻击魔法SP减少3
攻撃魔法SP減少4,攻击魔法SP减少4
攻撃魔法SP減少★,攻击魔法SP减少★
物理技HP減少1,物理技能HP减少1
物理技HP減少2,物理技能HP减少2
物理技HP減少3,物理技能HP减少3
物理技HP減少4,物理技能HP减少4
物理技HP減少★,物理技能HP减少★
単体ダメージ増1,单体伤害增加1
単体ダメージ増2,单体伤害增加2
単体ダメージ増3,单体伤害增加3
単体ダメージ増4,单体伤害增加4
単体ダメージ増★,单体伤害增加★
一騎当千1,万夫莫敌1
全体ダメージ増2,全体伤害增加2
全体ダメージ増3,全体伤害增加3
全体ダメージ増4,全体伤害增加4
全体ダメージ増★,全体伤害增加★
物理ダメージ増1,物理伤害增加1
物理ダメージ増2,物理伤害增加2
物理ダメージ増3,物理伤害增加3
物理ダメージ増4,物理伤害增加4
物理ダメージ増★,物理伤害增加★
魔法ダメージ増1,魔法伤害增加1
魔法ダメージ増2,魔法伤害增加2
魔法ダメージ増3,魔法伤害增加3
魔法ダメージ増4,魔法伤害增加4
魔法ダメージ増★,魔法伤害增加★
バトンタッチ威力増1,换手威力增加1
バトンタッチ威力増2,换手威力增加2
バトンタッチ威力増3,换手威力增加3
バトンタッチ威力増4,换手威力增加4
バトンタッチ威力増★,换手威力增加★
先制時ダメージ増1,先制时伤害增加1
先制時ダメージ増2,先制时伤害增加2
先制時ダメージ増3,先制时伤害增加3
先制時ダメージ増4,先制时伤害增加4
先制時ダメージ増★,先制时伤害增加★
1more時威力増1,1more时威力增加1
1more時威力増2,1more时威力增加2
1more時威力増3,1more时威力增加3
1more時威力増4,1more时威力增加4
1more時威力増★,1more时威力增加★
状態異常数で威力増1,依异常状态数威力增加1
状態異常数で威力増2,依异常状态数威力增加2
状態異常数で威力増3,依异常状态数威力增加3
状態異常数で威力増4,依异常状态数威力增加4
状態異常数で威力増★,依异常状态数威力增加★
物理威力増・小,物理威力增加·小
物理威力増・中,物理威力增加·中
物理威力増・大,物理威力增加·大
回復コストダウン・小,恢复消耗减少·小
回復コストダウン・中,恢复消耗减少·中
回復コストダウン・大,恢复消耗减少·大
魔法威力増・小,魔法威力增加·小
魔法威力増・中,魔法威力增加·中
魔法威力増・大,魔法威力增加·大
物理コストダウン・小,物理消耗减少·小
物理コストダウン・中,物理消耗减少·中
物理コストダウン・大,物理消耗减少·大
魔法コストダウン・小,魔法消耗减少·小
魔法コストダウン・中,魔法消耗减少·中
魔法コストダウン・大,魔法消耗减少·大
テクニカル威力増・小,TECHNICAL威力增加·小
テクニカル威力増・中,TECHNICAL威力增加·中
テクニカル威力増・大,TECHNICAL威力增加·大
攻撃コストダウン・小,攻击消耗减少·小
攻撃コストダウン・中,攻击消耗减少·中
攻撃コストダウン・大,攻击消耗减少·大
クリティカル威力増小,暴击威力增加小
クリティカル威力増中,暴击威力增加中
クリティカル威力増大,暴击威力增加大
主人公,主角
坂本 竜司,坂本 龙司
モルガナ,摩尔加纳
高巻 杏,高卷 杏
喜多川 祐介,喜多川 佑介
新島 真,新岛 真
奥村 春,奥村 春
佐倉 双葉,佐仓 双叶
芳澤 かすみ,芳泽 霞
佐倉 惣治郎,佐仓 惣治郎
御船 千早,御船 千早
岩井 宗久,岩井 宗久
武見 妙,武见 妙
川上 貞代,川上 贞代
大宅 一子,大宅 一子
織田 信也,织田 信也
東郷 一二三,东乡 一二三
三島 由輝,三岛 由辉
吉田 寅之助,吉田 寅之助
新島 冴,新岛 冴
イゴール,伊格尔
店長,店长
マネージャー,经纪人
ララ,拉拉
ベッキー,贝琦
坂本,坂本
高巻,高卷
喜多川,喜多川
新島,新岛
奥村,奥村
佐倉,佐仓
明智,明智
芳澤,芳泽
御船,御船
岩井,岩井
武見,武见
川上,川上
大宅,大宅
織田,织田
東郷,东乡
三島,三岛
吉田,吉田
丸喜,丸喜
竜司,龙司
杏,杏
祐介,佑介
真,真
春,春
双葉,双叶
吾郎,吾郎
かすみ,霞
惣治郎,惣治郎
千早,千早
宗久,宗久
妙,妙
貞代,贞代
一子,一子
信也,信也
一二三,一二三
由輝,由辉
寅之助,寅之助
冴,冴
拓人,拓人
すみれ,堇
トカチェフ,托卡其夫
ガバナンス,盖巴南斯
マッドポリス,疯狂警察
マカロノフ,马卡罗福
極・破壊神皇,极·破坏神皇
ジグ・227,西格·227
極・万魔の銃,极·万魔枪
黒い模擬銃,黑色模拟枪
レビンソンM31,雷宾逊M31
グラネリM3,格拉尼利M3
ブランコ・サバス,法兰克萨巴斯
ファイアワークス,烟花
パンプキンバスタ,南瓜炸裂弹
メギドブラスター,米吉多爆能枪
パンプキンボム,南瓜炸弹
マスターキー,万能钥匙
リバージョン,逆转
ヘルファイア,地狱之火
シュライク,伯劳鸟
キャットバスタ,瞌睡破坏者
コメット3,彗星3
極・スダルサナ,极·善见神轮
夜夢岩弩,夜梦岩弩
ファルコン,隼鹰
キャットナップ,瞌睡虫
ノーザンライト,北极光
流れ星,流星
巨星落砲,巨星落炮
マシンガンレプリカ,仿制机关枪
トルーパー,骑兵
ブリッツMG,闪雷MG
ノーマーシー,冷血
ウェスタンSMG,卫斯坦SMG
飛燕連発砲,飞燕连发炮
バラライカ,巴拉莱卡
スターリッジ,斯塔利吉
ピンクショット,粉红射手
ピンクバスタ,粉红炸弹客
グングニル,永恒之枪
タランチュラ,捕鸟蛛
突撃銃レプリカ,仿制突击步枪
ブラックアサルト,黑色突击
ヘビーアサルト,重型突击
アナイアレイター,歼灭者
AR－X,AR－X
火筒,火筒
九頭竜の大豪砲,九头龙大豪炮
プロヴィデンス,天帝
九頭竜の豪砲,九头龙豪炮
反逆のライフル,反叛步枪
STAR－H,STAR－H
竜雷砲,龙雷炮
ヘヴンズゲイト,天堂之门
リボルバーレプリカ,仿制左轮
ピースメイカー,和平使者
鈴星回転拳銃,铃星回转手枪
極・ミルリアナ,极·米利亚那
ジャッジエンド,审判终结
ノンリミテッド,无限
ミルリアナ,米利亚那
ワイルドボーン,野角
バプティスト,浸礼
オロチ,大蛇
トワイライト,暮光
ジャッジオブヘル,地狱审判
怒髪天,怒发冲冠
カラミティガン,瘟神枪
鬼雷砲,鬼雷炮
メギドファイア,米吉多之火
GLレプリカ,仿制GL
ネコパンチバズ,猫拳火箭炮
スコーチャー,酷热
ネコパンチボンバ,猫拳炸弹
イレイスガン,消除枪
ミル・コウ,米尔科姆
極・ヤグルシ,极·巴力雷棍
タウンバーナー,燃城
パンデモニアム,魔窟
ヤグルシ,巴力雷棍
ファントムキラー,幻影杀手
ワイルドハント,狂野狩猎
メヴィウス,梅比乌斯
シリウス,天狼星
レッドファイブ,红五
スリングボウ,弹弓枪
ユートピア,乌托邦
スダルサナ,善见神轮
フロムヘヴン,源天
ドゥームズデイ,毁灭日
エンシェントデイ,亘古常在者
R.I.ピストル,R·I·手枪
冒頭カジノ用,开头赌场用
サハスラーラ,千瓣莲花
極・サハスラーラ,极·千瓣莲花
破壊神皇,破坏神皇
サンドホーク,沙漠之鹰
エリミネーター,艾米尼塔
深紅の銃,深红之枪
マウザー,毛瑟枪
イエローガール,黄衣女孩
コサイタス,悲叹冥河
万魔の銃,万魔枪
Wライフルレプリカ,仿制双管步枪
かすみカジノ戦銃,霞赌场战枪
ルーズベルト,罗斯福
